Vehicle Name;Small/Sporty/ Compact/Large Sedan;Sports Car;SUV;Wagon;Minivan;Pickup;AWD;RWD;Retail Price;Dealer Cost;Cyl;HP;City MPG;Hwy MPG;Weight;Wheel Base;Len;Width
Mercedes-Benz C320 4dr;1;0;0;0;0;0;0;1;37630;35046;6;215;20;26;3450;107;178;68
Mercedes-Benz C320 4dr;1;0;0;0;0;0;1;0;38830;36162;6;215;19;27;*;107;178;68
Mercedes-Benz C320 Sport 2dr;1;0;0;0;0;0;0;1;28370;26435;6;215;19;26;3430;107;178;68
Mercedes-Benz C320 Sport 4dr;1;0;0;0;0;0;0;1;35920;33456;6;215;19;26;3430;107;178;68
Mercedes-Benz CL500 2dr;1;0;0;0;0;0;0;1;94820;88324;8;302;16;24;4085;114;196;73
Mercedes-Benz CL600 2dr;1;0;0;0;0;0;0;1;128420;119600;12;493;13;19;4473;114;196;73
Mercedes-Benz CLK320 coupe 2dr (convertible);1;0;0;0;0;0;0;1;45707;41966;6;215;20;26;3770;107;183;69
Mercedes-Benz CLK500 coupe 2dr (convertible);1;0;0;0;0;0;0;1;52800;49104;8;302;17;22;3585;107;183;69
Mercedes-Benz E320;0;0;0;1;0;0;0;1;50670;47174;6;221;19;27;3966;112;190;71
Mercedes-Benz E320 4dr;1;0;0;0;0;0;0;1;48170;44849;6;221;19;27;3635;112;190;71
Mercedes-Benz E500;0;0;0;1;0;0;1;0;60670;56474;8;302;16;24;4230;112;190;71
Mercedes-Benz E500 4dr;1;0;0;0;0;0;0;1;57270;53382;8;302;16;20;3815;112;190;71
Mercedes-Benz G500;0;0;1;0;0;0;1;0;76870;71540;8;292;13;14;5423;112;186;71
Mercedes-Benz ML500;0;0;1;0;0;0;1;0;46470;43268;8;288;14;17;4874;111;183;72
Mercedes-Benz S430 4dr;1;0;0;0;0;0;0;1;74320;69168;8;275;18;26;4160;122;203;73
Mercedes-Benz S500 4dr;1;0;0;0;0;0;1;0;86970;80939;8;302;16;24;4390;122;203;73
Mercedes-Benz SL500 convertible 2dr;0;1;0;0;0;0;0;1;90520;84325;8;302;16;23;4065;101;179;72
Mercedes-Benz SL55 AMG 2dr;0;1;0;0;0;0;0;1;121770;113388;8;493;14;21;4235;101;179;72
Mercedes-Benz SL600 convertible 2dr;0;1;0;0;0;0;0;1;126670;117854;12;493;13;19;4429;101;179;72
Mercedes-Benz SLK230 convertible 2dr;0;1;0;0;0;0;0;1;40320;37548;4;192;21;29;3055;95;158;68
Mercedes-Benz SLK32 AMG 2dr;0;1;0;0;0;0;0;1;56170;52289;6;349;17;22;3220;95;158;68
Mercury Grand Marquis GS 4dr;1;0;0;0;0;0;0;1;24695;23217;8;224;17;25;4052;115;212;78
Mercury Grand Marquis LS Premium 4dr;1;0;0;0;0;0;0;1;29595;27148;8;224;17;25;4052;115;212;78
Mercury Grand Marquis LS Ultimate 4dr;1;0;0;0;0;0;0;1;30895;28318;8;224;17;25;4052;115;212;78
Mercury Marauder 4dr;1;0;0;0;0;0;0;1;34495;31558;8;302;17;23;4195;115;212;78
Mercury Monterey Luxury;0;0;0;0;1;0;0;0;33995;30846;6;201;16;23;4340;121;202;77
Mercury Mountaineer;0;0;1;0;0;0;0;0;29995;27317;6;210;16;21;4374;114;190;72
Mercury Sable GS;0;0;0;1;0;0;0;0;22595;20748;6;155;19;26;3488;109;198;73
Mercury Sable GS 4dr;1;0;0;0;0;0;0;0;21595;19848;6;155;20;27;3308;109;200;73
Mercury Sable LS Premium 4dr;1;0;0;0;0;0;0;0;23895;21918;6;201;19;26;3315;109;200;73
Mini Cooper;1;0;0;0;0;0;0;0;16999;15437;4;115;28;37;2524;97;143;67
Mini Cooper S;1;0;0;0;0;0;0;0;19999;18137;4;163;25;34;2678;97;144;67
Mitsubishi Diamante LS 4dr;1;0;0;0;0;0;0;0;29282;27250;6;205;18;25;3549;107;194;70
Mitsubishi Eclipse GTS 2dr;0;1;0;0;0;0;0;0;25092;23456;6;210;21;28;3241;101;177;69
Mitsubishi Eclipse Spyder GT convertible 2dr;0;1;0;0;0;0;0;0;26992;25218;6;210;21;28;3296;101;177;69
Mitsubishi Endeavor XLS;0;0;1;0;0;0;1;0;30492;28330;6;215;17;21;4134;109;190;74
Mitsubishi Galant ES 2.4L 4dr;1;0;0;0;0;0;0;0;19312;17957;4;160;*;*;3351;108;191;72
Mitsubishi Galant GTS 4dr;1;0;0;0;0;0;0;0;25700;23883;6;230;18;26;3649;108;191;72
Mitsubishi Lancer ES 4dr;1;0;0;0;0;0;0;0;14622;13751;4;120;*;*;2656;102;181;67
Mitsubishi Lancer Evolution 4dr;0;1;0;0;0;0;0;0;29562;27466;4;271;18;26;3263;103;179;70
Mitsubishi Lancer LS 4dr;1;0;0;0;0;0;0;0;16722;15718;4;120;*;*;2795;102;181;67
Mitsubishi Lancer OZ Rally 4dr auto;1;0;0;0;0;0;0;0;17232;16196;4;120;*;*;2744;102;181;67
Mitsubishi Lancer Sportback LS;0;0;0;1;0;0;0;0;17495;16295;4;160;*;*;3020;102;181;67
Mitsubishi Montero XLS;0;0;1;0;0;0;1;0;33112;30763;6;215;15;19;4718;110;190;75
Mitsubishi Outlander LS;0;0;1;0;0;0;0;0;18892;17569;4;160;21;27;3240;103;179;69
Nissan 350Z coupe 2dr;0;1;0;0;0;0;0;1;26910;25203;6;287;20;26;3188;104;169;72
Nissan 350Z Enthusiast convertible 2dr;0;1;0;0;0;0;0;1;34390;31845;6;287;20;26;3428;104;169;72
Nissan Altima S 4dr;1;0;0;0;0;0;0;0;19240;18030;4;175;21;26;3039;110;192;70
Nissan Altima SE 4dr;1;0;0;0;0;0;0;0;23290;21580;6;245;21;26;3197;110;192;70
Nissan Frontier King Cab XE V6;0;0;0;0;0;1;1;0;19479;18253;6;180;17;20;3932;116;*;*
Nissan Maxima SE 4dr;1;0;0;0;0;0;0;0;27490;25182;6;265;20;28;3473;111;194;72
Nissan Maxima SL 4dr;1;0;0;0;0;0;0;0;29440;26966;6;265;20;28;3476;111;194;72
Nissan Murano SL;0;0;0;1;0;0;0;1;28739;27300;6;245;20;25;3801;111;188;74
Nissan Pathfinder Armada SE;0;0;1;0;0;0;0;0;33840;30815;8;305;13;19;5013;123;207;79
Nissan Pathfinder SE;0;0;1;0;0;0;0;0;27339;25972;6;240;16;21;3871;106;183;72
Nissan Quest S;0;0;0;0;1;0;0;0;24780;22958;6;240;19;26;4012;124;204;78
Nissan Quest SE;0;0;0;0;1;0;0;0;32780;30019;6;240;18;25;4175;124;204;78
Nissan Sentra 1.8 4dr;1;0;0;0;0;0;0;0;12740;12205;4;126;28;35;2513;100;178;67
Nissan Sentra 1.8 S 4dr;1;0;0;0;0;0;0;0;14740;13747;4;126;28;35;2581;100;178;67
Nissan Sentra SE-R 4dr;1;0;0;0;0;0;0;0;17640;16444;4;165;23;28;2761;100;178;67
Nissan Titan King Cab XE;0;0;0;0;0;1;1;0;26650;24926;8;305;14;18;5287;140;*;*
Nissan Xterra XE V6;0;0;1;0;0;0;0;0;20939;19512;6;180;17;20;3760;104;178;70
Oldsmobile Alero GLS 2dr;1;0;0;0;0;0;0;0;23675;21485;6;170;20;29;3085;107;187;70
Oldsmobile Alero GX 2dr;1;0;0;0;0;0;0;0;18825;17642;4;140;24;32;2946;107;187;70
Oldsmobile Silhouette GL;0;0;0;0;1;0;0;0;28790;26120;6;185;19;26;3948;120;201;72
Pontiac Aztekt;0;0;1;0;0;0;0;0;21595;19810;6;185;19;26;3779;108;182;74
Pontiac Bonneville GXP 4dr;1;0;0;0;0;0;0;0;35995;32997;8;275;*;*;3790;112;203;74
Pontiac Grand Am GT 2dr;1;0;0;0;0;0;0;0;22450;20595;6;175;20;29;3118;107;186;70
Pontiac Grand Prix GT1 4dr;1;0;0;0;0;0;0;0;22395;20545;6;200;20;30;3477;111;198;74
Pontiac Grand Prix GT2 4dr;1;0;0;0;0;0;0;0;24295;22284;6;200;20;30;3484;111;198;74
Pontiac GTO 2dr;0;1;0;0;0;0;0;1;33500;30710;8;340;*;*;3725;110;190;73
Pontiac Montana;0;0;0;0;1;0;0;0;23845;21644;6;185;19;26;3803;112;187;72
Pontiac Montana EWB;0;0;0;0;1;0;1;0;31370;28454;6;185;18;24;4431;121;201;72
Pontiac Sunfire 1SA 2dr;1;0;0;0;0;0;0;0;15495;14375;4;140;24;33;2771;104;182;68
Pontiac Sunfire 1SC 2dr;1;0;0;0;0;0;0;0;17735;16369;4;140;24;33;2771;104;182;68
Pontiac Vibe;0;0;0;1;0;0;0;1;17045;15973;4;130;29;36;2701;102;172;70
Porsche 911 Carrera 4S coupe 2dr (convert);0;1;0;0;0;0;1;0;84165;72206;6;315;17;24;3240;93;175;72
Porsche 911 Carrera convertible 2dr (coupe);0;1;0;0;0;0;0;1;79165;69229;6;315;18;26;3135;93;175;70
Porsche 911 GT2 2dr;0;1;0;0;0;0;0;1;192465;173560;6;477;17;24;3131;93;175;72
Porsche 911 Targa coupe 2dr;0;1;0;0;0;0;0;1;76765;67128;6;315;18;26;3119;93;175;70
Porsche Boxster convertible 2dr;0;1;0;0;0;0;0;1;43365;37886;6;228;20;29;2811;95;170;70
Porsche Boxster S convertible 2dr;0;1;0;0;0;0;0;1;52365;45766;6;258;18;26;2911;95;170;70
Porsche Cayenne S;0;0;1;0;0;0;1;0;56665;49865;8;340;14;18;4950;112;188;76
Saab 9-3 Aero 4dr;1;0;0;0;0;0;0;0;33360;31562;4;210;20;28;3175;105;183;69
Saab 9-3 Aero convertible 2dr;1;0;0;0;0;0;0;0;43175;40883;4;210;21;30;3700;105;182;69
Saab 9-3 Arc convertible 2dr;1;0;0;0;0;0;0;0;40670;38520;4;210;21;29;3480;105;182;69
Saab 9-3 Arc Sport 4dr;1;0;0;0;0;0;0;0;30860;29269;4;210;20;28;3175;105;183;69
Saab 9-5 Aero;0;0;0;1;0;0;0;0;40845;38376;4;250;19;29;3620;106;190;71
Saab 9-5 Aero 4dr;1;0;0;0;0;0;0;0;39465;37721;4;250;21;29;3470;106;190;71
Saab 9-5 Arc 4dr;1;0;0;0;0;0;0;0;35105;33011;4;220;21;29;3470;106;190;71
Saturn Ion1 4dr;1;0;0;0;0;0;0;0;10995;10319;4;140;26;35;2692;103;185;67
Saturn L300 2;0;0;0;1;0;0;0;0;23560;21779;4;140;24;34;3109;107;190;69
Saturn L300-2 4dr;1;0;0;0;0;0;0;0;21410;19801;6;182;20;28;3197;107;190;69
Saturn lon2 4dr;1;0;0;0;0;0;0;0;14300;13393;4;140;26;35;2692;103;185;67
Saturn lon2 quad coupe 2dr;1;0;0;0;0;0;0;0;14850;13904;4;140;26;35;2751;103;185;68
Saturn lon3 4dr;1;0;0;0;0;0;0;0;15825;14811;4;140;26;35;2692;103;185;67
Saturn lon3 quad coupe 2dr;1;0;0;0;0;0;0;0;16350;15299;4;140;26;35;2751;103;185;68
Saturn VUE;0;0;1;0;0;0;1;0;20585;19238;4;143;21;26;3381;107;181;72
Scion xA 4dr hatch;1;0;0;0;0;0;0;0;12965;12340;4;108;32;38;2340;93;154;67
Scion xB;0;0;0;1;0;0;0;0;14165;13480;4;108;31;35;2425;98;155;67
Subaru Baja;0;0;0;0;0;1;1;0;24520;22304;4;165;21;28;3485;104;*;*
Subaru Forester X;0;0;0;1;0;0;1;0;21445;19646;4;165;21;28;3090;99;175;68
Subaru Impreza 2.5 RS 4dr;1;0;0;0;0;0;1;0;19945;18399;4;165;22;28;2965;99;174;69
Subaru Impreza WRX 4dr;0;1;0;0;0;0;1;0;25045;23022;4;227;20;27;3085;99;174;69
Subaru Impreza WRX STi 4dr;0;1;0;0;0;0;1;0;31545;29130;4;300;18;24;3263;100;174;69
Subaru Legacy GT 4dr;1;0;0;0;0;0;1;0;25645;23336;4;165;21;28;3395;104;184;69
Subaru Legacy L 4dr;1;0;0;0;0;0;1;0;20445;18713;4;165;21;28;3285;104;184;69
Subaru Outback;0;0;0;1;0;0;1;0;23895;21773;4;165;21;28;3430;104;187;69
Subaru Outback H6 4dr;1;0;0;0;0;0;1;0;29345;26660;6;212;19;26;3610;104;184;69
Subaru Outback H-6 VDC 4dr;1;0;0;0;0;0;1;0;31545;28603;6;212;19;26;3630;104;184;69
Subaru Outback Limited Sedan 4dr;1;0;0;0;0;0;1;0;27145;24687;4;165;20;27;3495;104;184;69
Suzuki Aeno S 4dr;1;0;0;0;0;0;0;0;12884;12719;4;155;25;31;2676;98;171;68
Suzuki Aerio LX 4dr;1;0;0;0;0;0;0;0;14500;14317;4;155;25;31;2676;98;171;68
Suzuki Aerio SX;0;0;0;1;0;0;1;0;16497;16291;4;155;24;29;2932;98;167;68
Suzuki Forenza EX 4dr;1;0;0;0;0;0;0;0;15568;15378;4;119;22;30;2756;102;177;68
Suzuki Forenza S 4dr;1;0;0;0;0;0;0;0;12269;12116;4;119;24;31;2701;102;177;68
Suzuki Verona LX 4dr;1;0;0;0;0;0;0;0;17262;17053;6;155;20;27;3380;106;188;72
Suzuki Vitara LX;0;0;1;0;0;0;1;0;17163;16949;6;165;19;22;3020;98;163;67
Suzuki XL-7 EX;0;0;1;0;0;0;0;0;23699;22307;6;185;18;22;3682;110;187;70
Toyota 4Runner SR5 V6;0;0;1;0;0;0;0;0;27710;24801;6;245;18;21;4035;110;189;74
Toyota Avalon XL 4dr;1;0;0;0;0;0;0;0;26560;23693;6;210;21;29;3417;107;192;72
Toyota Avalon XLS 4dr;1;0;0;0;0;0;0;0;30920;27271;6;210;21;29;3439;107;192;72
Toyota Camry LE 4dr;1;0;0;0;0;0;0;0;19560;17558;4;157;24;33;3086;107;189;71
Toyota Camry LE V6 4dr;1;0;0;0;0;0;0;0;22775;20325;6;210;21;29;3296;107;189;71
Toyota Camry Solara SE 2dr;1;0;0;0;0;0;0;0;19635;17722;4;157;24;33;3175;107;193;72
Toyota Camry Solara SE V6 2dr;1;0;0;0;0;0;0;0;21965;19819;6;225;20;29;3417;107;193;72
Toyota Camry Solara SLE V6 2dr;1;0;0;0;0;0;0;0;26510;23908;6;225;20;29;3439;107;193;72
Toyota Camry XLE V6 4dr;1;0;0;0;0;0;0;0;25920;23125;6;210;21;29;3362;107;189;71
Toyota Celica GT-S 2dr;0;1;0;0;0;0;0;0;22570;20363;4;180;24;33;2500;102;171;68
Toyota Corolla CE 4dr;1;0;0;0;0;0;0;0;14085;13065;4;130;32;40;2502;102;178;67
Toyota Corolla LE 4dr;1;0;0;0;0;0;0;0;15295;13889;4;130;32;40;2524;102;178;67
Toyota Corolla S 4dr;1;0;0;0;0;0;0;0;15030;13650;4;130;32;40;2524;102;178;67
Toyota Echo 2dr auto;1;0;0;0;0;0;0;0;11560;10896;4;108;33;39;2085;93;163;65
Toyota Echo 2dr manual;1;0;0;0;0;0;0;0;10760;10144;4;108;35;43;2035;93;163;65
Toyota Echo 4dr;1;0;0;0;0;0;0;0;11290;10642;4;108;35;43;2055;93;163;65
Toyota Highlander V6;0;0;1;0;0;0;1;0;27930;24915;6;230;18;24;3935;107;185;72
Toyota Land Cruiser;0;0;1;0;0;0;1;0;54765;47986;8;325;13;17;5390;112;193;76
Toyota Matrix XR;0;0;0;1;0;0;0;0;16695;15156;4;130;29;36;2679;102;171;70
Toyota MR2 Spyder convertible 2dr;0;1;0;0;0;0;0;1;25130;22787;4;138;26;32;2195;97;153;67
Toyota Prius 4dr (gas/electric);1;0;0;0;0;0;0;0;20510;18926;4;110;59;51;2890;106;175;68
Toyota RAV4;0;0;1;0;0;0;1;0;20290;18553;4;161;22;27;3119;98;167;68
Toyota Sequoia SR5;0;0;1;0;0;0;1;0;35695;31827;8;240;14;17;5270;118;204;78
Toyota Sienna CE;0;0;0;0;1;0;0;0;23495;21198;6;230;19;27;4120;119;200;77
Toyota Sienna XLE Limited;0;0;0;0;1;0;0;0;28800;25690;6;230;19;27;4165;119;200;77
Toyota Tacoma;0;0;0;0;0;1;0;1;12800;11879;4;142;22;27;2750;103;*;*
Toyota Tundra Access Cab V6 SR5;0;0;0;0;0;1;1;0;25935;23520;6;190;14;17;4435;128;*;*
Toyota Tundra Regular Cab V6;0;0;0;0;0;1;0;1;16495;14978;6;190;16;20;3925;128;*;*
Volkswagen Golf GLS 4dr;1;0;0;0;0;0;0;0;18715;17478;4;115;24;31;2897;99;165;68
Volkswagen GTI 1.8T 2dr hatch;1;0;0;0;0;0;0;0;19825;18109;4;180;24;31;2934;99;168;68
Volkswagen Jetta GL;0;0;0;1;0;0;0;0;19005;17427;4;115;24;30;3034;99;174;68
Volkswagen Jetta GLI VR6 4dr;1;0;0;0;0;0;0;0;23785;21686;6;200;21;30;3179;99;172;68
Volkswagen Jetta GLS TDI 4dr;1;0;0;0;0;0;0;0;21055;19638;4;100;38;46;3003;99;172;68
Volkswagen New Beetle GLS 1.8T 2dr;1;0;0;0;0;0;0;0;21055;19638;4;150;24;31;2820;99;161;68
Volkswagen New Beetle GLS convertible 2dr;1;0;0;0;0;0;0;0;23215;21689;4;115;24;30;3082;99;161;68
Volkswagen Passat GLS 1.8T;0;0;0;1;0;0;0;0;24955;22801;4;170;22;31;3338;106;184;69
Volkswagen Passat GLS 4dr;1;0;0;0;0;0;0;0;23955;21898;4;170;22;31;3241;106;185;69
Volkswagen Passat GLX V6 4MOTION 4dr;1;0;0;0;0;0;0;0;33180;30583;6;190;19;26;3721;106;185;69
Volkswagen Passat W8;0;0;0;1;0;0;0;0;40235;36956;8;270;18;25;4067;106;184;69
Volkswagen Passat W8 4MOTION 4dr;1;0;0;0;0;0;0;0;39235;36052;8;270;18;25;3953;106;185;69
Volkswagen Phaeton 4dr;1;0;0;0;0;0;0;0;65000;59912;8;335;*;*;5194;118;204;75
Volkswagen Phaeton W12 4dr;1;0;0;0;0;0;0;0;75000;69130;12;420;*;*;5399;118;204;75
Volkswagen Touareg V6;0;0;1;0;0;0;1;0;35515;32243;6;220;15;20;5086;112;187;76
Volvo C70 HPT convertible 2dr;1;0;0;0;0;0;0;0;42565;40083;5;242;20;26;3450;105;186;72
Volvo C70 LPT convertible 2dr;1;0;0;0;0;0;0;0;40565;38203;5;197;21;28;3450;105;186;72
Volvo S40 4dr;1;0;0;0;0;0;0;0;25135;23701;4;170;22;29;2767;101;178;68
Volvo S60 2.5 4dr;1;0;0;0;0;0;1;0;31745;29916;5;208;20;27;3903;107;180;71
Volvo S60 R 4dr;1;0;0;0;0;0;1;0;37560;35382;5;300;18;25;3571;107;181;71
Volvo S60 T5 4dr;1;0;0;0;0;0;0;0;34845;32902;5;247;20;28;3766;107;180;71
Volvo S80 2.5T 4dr;1;0;0;0;0;0;1;0;37885;35688;5;194;20;27;3691;110;190;72
Volvo S80 2.9 4dr;1;0;0;0;0;0;0;0;37730;35542;6;208;20;28;3576;110;190;72
Volvo S80 T6 4dr;1;0;0;0;0;0;0;0;45210;42573;6;268;19;26;3653;110;190;72
Volvo V40;0;0;0;1;0;0;0;0;26135;24641;4;170;22;29;2822;101;180;68
Volvo XC70;0;0;0;1;0;0;1;0;35145;33112;5;208;20;27;3823;109;186;73
Volvo XC90 T6;0;0;1;0;0;0;1;0;41250;38851;6;268;15;20;4638;113;189;75
